Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
"1,594",2023,20230661,3003,99,303,,Hook with Skin,20Hook,392.0,392.0,80.0,9.0
"1,595",2023,20230661,3003,99,304,,Empty Hook,20Hook,392.0,392.0,80.0,33.0
"1,596",2023,20230661,3003,99,305,,Hook with Bait,20Hook,392.0,392.0,80.0,2.0
"1,597",2023,20230661,3003,99,307,,Bent/Broken/Missing,20Hook,392.0,392.0,80.0,3.0
"1,598",2023,20230719,2264,56,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,599",2023,20230719,2264,56,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,5.0
"1,600",2023,20230719,2264,56,303,,Hook with Skin,20Hook,800.0,800.0,160.0,12.0
"1,601",2023,20230719,2264,56,304,,Empty Hook,20Hook,800.0,800.0,160.0,28.0
"1,602",2023,20230719,2264,56,305,,Hook with Bait,20Hook,800.0,800.0,160.0,108.0
"1,603",2023,20230719,2264,56,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,2.0
"1,604",2023,20230720,2078,57,21,Ophiodon elongatus,Lingcod,20Hook,808.0,808.0,160.0,1.0
"1,605",2023,20230720,2078,57,90,Sebastes babcocki,Redbanded Rockfish,20Hook,808.0,808.0,160.0,1.0
"1,606",2023,20230720,2078,57,143,Raja rhina,Longnose Skate,20Hook,808.0,808.0,160.0,6.0
"1,607",2023,20230720,2078,57,210,Pycnopodia helianthoides,Sunflower Sea Star,20Hook,808.0,808.0,160.0,1.0
"1,608",2023,20230720,2078,57,303,,Hook with Skin,20Hook,808.0,808.0,160.0,78.0
"1,609",2023,20230720,2078,57,304,,Empty Hook,20Hook,808.0,808.0,160.0,55.0
"1,610",2023,20230720,2078,57,305,,Hook with Bait,20Hook,808.0,808.0,160.0,13.0
"1,611",2023,20230720,2078,57,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,5.0
"1,612",2023,20230721,2079,58,3,Hippoglossoides elassodon,Flathead Sole,20Hook,792.0,792.0,160.0,2.0
"1,613",2023,20230721,2079,58,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
"1,614",2023,20230721,2079,58,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,4.0
"1,615",2023,20230721,2079,58,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
"1,616",2023,20230721,2079,58,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,617",2023,20230721,2079,58,303,,Hook with Skin,20Hook,792.0,792.0,160.0,18.0
"1,618",2023,20230721,2079,58,304,,Empty Hook,20Hook,792.0,792.0,160.0,110.0
"1,619",2023,20230721,2079,58,305,,Hook with Bait,20Hook,792.0,792.0,160.0,6.0
"1,620",2023,20230721,2079,58,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,4.0
"1,621",2023,20230722,2083,59,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
"1,622",2023,20230722,2083,59,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,2.0
"1,623",2023,20230722,2083,59,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,624",2023,20230722,2083,59,303,,Hook with Skin,20Hook,792.0,792.0,160.0,15.0
"1,625",2023,20230722,2083,59,304,,Empty Hook,20Hook,792.0,792.0,160.0,112.0
"1,626",2023,20230722,2083,59,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
"1,627",2023,20230722,2083,59,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,5.0
"1,628",2023,20230723,2086,60,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,5.0
"1,629",2023,20230723,2086,60,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,1.0
"1,630",2023,20230723,2086,60,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,2.0
"1,631",2023,20230723,2086,60,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,11.0
"1,632",2023,20230723,2086,60,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,2.0
"1,633",2023,20230723,2086,60,303,,Hook with Skin,20Hook,800.0,800.0,160.0,56.0
"1,634",2023,20230723,2086,60,304,,Empty Hook,20Hook,800.0,800.0,160.0,56.0
"1,635",2023,20230723,2086,60,305,,Hook with Bait,20Hook,800.0,800.0,160.0,20.0
"1,636",2023,20230723,2086,60,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,2.0
"1,637",2023,20230724,2084,61,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,7.0
"1,638",2023,20230724,2084,61,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
"1,639",2023,20230724,2084,61,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,640",2023,20230724,2084,61,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,641",2023,20230724,2084,61,303,,Hook with Skin,20Hook,792.0,792.0,160.0,23.0
"1,642",2023,20230724,2084,61,304,,Empty Hook,20Hook,792.0,792.0,160.0,95.0
"1,643",2023,20230724,2084,61,305,,Hook with Bait,20Hook,792.0,792.0,160.0,7.0
"1,644",2023,20230724,2084,61,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
"1,645",2023,20230725,2101,62,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,7.0
"1,646",2023,20230725,2101,62,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
"1,647",2023,20230725,2101,62,303,,Hook with Skin,20Hook,800.0,800.0,160.0,19.0
"1,648",2023,20230725,2101,62,304,,Empty Hook,20Hook,800.0,800.0,160.0,64.0
"1,649",2023,20230725,2101,62,305,,Hook with Bait,20Hook,800.0,800.0,160.0,62.0
"1,650",2023,20230725,2101,62,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,5.0
"1,651",2023,20230726,2102,63,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,140.0,21.0
"1,652",2023,20230726,2102,63,303,,Hook with Skin,20Hook,800.0,800.0,140.0,22.0
"1,653",2023,20230726,2102,63,304,,Empty Hook,20Hook,800.0,800.0,140.0,89.0
"1,654",2023,20230726,2102,63,307,,Bent/Broken/Missing,20Hook,800.0,800.0,140.0,8.0
"1,655",2023,20230727,2109,64,3,Hippoglossoides elassodon,Flathead Sole,20Hook,792.0,792.0,160.0,1.0
"1,656",2023,20230727,2109,64,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,26.0
"1,657",2023,20230727,2109,64,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,3.0
"1,658",2023,20230727,2109,64,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,659",2023,20230727,2109,64,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
"1,660",2023,20230727,2109,64,304,,Empty Hook,20Hook,792.0,792.0,160.0,103.0
"1,661",2023,20230727,2109,64,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
"1,662",2023,20230727,2109,64,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,5.0
"1,663",2023,20230728,2110,65,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
"1,664",2023,20230728,2110,65,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,19.0
"1,665",2023,20230728,2110,65,126,Prionace glauca,Blue Shark,20Hook,800.0,800.0,160.0,1.0
"1,666",2023,20230728,2110,65,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
"1,667",2023,20230728,2110,65,303,,Hook with Skin,20Hook,800.0,800.0,160.0,19.0
"1,668",2023,20230728,2110,65,304,,Empty Hook,20Hook,800.0,800.0,160.0,103.0
"1,669",2023,20230728,2110,65,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,7.0
"1,670",2023,20230729,2278,66,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,2.0
"1,671",2023,20230729,2278,66,14,Eopsetta jordani,Petrale Sole,20Hook,792.0,792.0,160.0,1.0
"1,672",2023,20230729,2278,66,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,2.0
"1,673",2023,20230729,2278,66,81,(includes brittle and basketstars),unident. Starfish,20Hook,792.0,792.0,160.0,1.0
"1,674",2023,20230729,2278,66,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,7.0
"1,675",2023,20230729,2278,66,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,3.0
"1,676",2023,20230729,2278,66,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,677",2023,20230729,2278,66,303,,Hook with Skin,20Hook,792.0,792.0,160.0,29.0
"1,678",2023,20230729,2278,66,304,,Empty Hook,20Hook,792.0,792.0,160.0,67.0
"1,679",2023,20230729,2278,66,305,,Hook with Bait,20Hook,792.0,792.0,160.0,31.0
"1,680",2023,20230729,2278,66,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,8.0
"1,681",2023,20230730,2108,67,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,3.0
"1,682",2023,20230730,2108,67,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
"1,683",2023,20230730,2108,67,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,684",2023,20230730,2108,67,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
"1,685",2023,20230730,2108,67,303,,Hook with Skin,20Hook,792.0,792.0,160.0,29.0
"1,686",2023,20230730,2108,67,304,,Empty Hook,20Hook,792.0,792.0,160.0,86.0
"1,687",2023,20230730,2108,67,305,,Hook with Bait,20Hook,792.0,792.0,160.0,9.0
"1,688",2023,20230730,2108,67,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,5.0
"1,689",2023,20230731,2073,68,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,148.0,3.0
"1,690",2023,20230731,2073,68,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,148.0,1.0
"1,691",2023,20230731,2073,68,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,148.0,1.0
"1,692",2023,20230731,2073,68,303,,Hook with Skin,20Hook,792.0,792.0,148.0,43.0
"1,693",2023,20230731,2073,68,304,,Empty Hook,20Hook,792.0,792.0,148.0,79.0
"1,694",2023,20230731,2073,68,305,,Hook with Bait,20Hook,792.0,792.0,148.0,14.0
"1,695",2023,20230731,2073,68,307,,Bent/Broken/Missing,20Hook,792.0,792.0,148.0,4.0
"1,696",2023,20230732,2066,69,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,3.0
"1,697",2023,20230732,2066,69,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
"1,698",2023,20230732,2066,69,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,699",2023,20230732,2066,69,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,1.0
"1,700",2023,20230732,2066,69,303,,Hook with Skin,20Hook,792.0,792.0,160.0,33.0
"1,701",2023,20230732,2066,69,304,,Empty Hook,20Hook,792.0,792.0,160.0,66.0
"1,702",2023,20230732,2066,69,305,,Hook with Bait,20Hook,792.0,792.0,160.0,48.0
"1,703",2023,20230732,2066,69,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
"1,704",2023,20230733,2058,70,14,Eopsetta jordani,Petrale Sole,20Hook,800.0,800.0,160.0,2.0
"1,705",2023,20230733,2058,70,209,Stylasterias Forreri,Fish-eating Star,20Hook,800.0,800.0,160.0,1.0
"1,706",2023,20230733,2058,70,303,,Hook with Skin,20Hook,800.0,800.0,160.0,39.0
"1,707",2023,20230733,2058,70,304,,Empty Hook,20Hook,800.0,800.0,160.0,88.0
"1,708",2023,20230733,2058,70,305,,Hook with Bait,20Hook,800.0,800.0,160.0,24.0
"1,709",2023,20230733,2058,70,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,3.0
"1,710",2023,20230734,2053,71,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,808.0,808.0,160.0,1.0
"1,711",2023,20230734,2053,71,303,,Hook with Skin,20Hook,808.0,808.0,160.0,14.0
"1,712",2023,20230734,2053,71,304,,Empty Hook,20Hook,808.0,808.0,160.0,121.0
"1,713",2023,20230734,2053,71,305,,Hook with Bait,20Hook,808.0,808.0,160.0,16.0
"1,714",2023,20230734,2053,71,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,2.0
"1,715",2023,20230735,2046,72,14,Eopsetta jordani,Petrale Sole,20Hook,800.0,800.0,160.0,1.0
"1,716",2023,20230735,2046,72,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,8.0
"1,717",2023,20230735,2046,72,303,,Hook with Skin,20Hook,800.0,800.0,160.0,15.0
"1,718",2023,20230735,2046,72,304,,Empty Hook,20Hook,800.0,800.0,160.0,119.0
"1,719",2023,20230735,2046,72,305,,Hook with Bait,20Hook,800.0,800.0,160.0,7.0
"1,720",2023,20230735,2046,72,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,3.0
"1,721",2023,20230736,2047,73,303,,Hook with Skin,20Hook,808.0,808.0,160.0,7.0
"1,722",2023,20230736,2047,73,304,,Empty Hook,20Hook,808.0,808.0,160.0,95.0
"1,723",2023,20230736,2047,73,305,,Hook with Bait,20Hook,808.0,808.0,160.0,32.0
"1,724",2023,20230736,2047,73,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,4.0
"1,725",2023,20230737,2257,74,87,Sebastes maliger,Quillback Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,726",2023,20230737,2257,74,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,727",2023,20230737,2257,74,92,Ptilosarcus gurneyi,Sea Pen,20Hook,800.0,800.0,160.0,7.0
"1,728",2023,20230737,2257,74,93,,Sea Anemone,20Hook,800.0,800.0,160.0,3.0
"1,729",2023,20230737,2257,74,145,Hemilepidotus hemilepidotus,Red Irish Lord,20Hook,800.0,800.0,160.0,1.0
"1,730",2023,20230737,2257,74,158,Scorpaenichthys marmoratus,Cabezon,20Hook,800.0,800.0,160.0,1.0
"1,731",2023,20230737,2257,74,303,,Hook with Skin,20Hook,800.0,800.0,160.0,9.0
"1,732",2023,20230737,2257,74,304,,Empty Hook,20Hook,800.0,800.0,160.0,73.0
"1,733",2023,20230737,2257,74,305,,Hook with Bait,20Hook,800.0,800.0,160.0,38.0
"1,734",2023,20230737,2257,74,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,7.0
"1,735",2023,20230738,2089,75,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,808.0,808.0,160.0,6.0
"1,736",2023,20230738,2089,75,90,Sebastes babcocki,Redbanded Rockfish,20Hook,808.0,808.0,160.0,6.0
"1,737",2023,20230738,2089,75,143,Raja rhina,Longnose Skate,20Hook,808.0,808.0,160.0,8.0
"1,738",2023,20230738,2089,75,303,,Hook with Skin,20Hook,808.0,808.0,160.0,13.0
"1,739",2023,20230738,2089,75,304,,Empty Hook,20Hook,808.0,808.0,160.0,112.0
"1,740",2023,20230738,2089,75,305,,Hook with Bait,20Hook,808.0,808.0,160.0,5.0
"1,741",2023,20230738,2089,75,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,3.0
"1,742",2023,20230739,2095,76,21,Ophiodon elongatus,Lingcod,20Hook,808.0,808.0,160.0,2.0
"1,743",2023,20230739,2095,76,54,Squalus suckleyi,Spiny Dogfish,20Hook,808.0,808.0,160.0,1.0
"1,744",2023,20230739,2095,76,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,808.0,808.0,160.0,1.0
"1,745",2023,20230739,2095,76,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,808.0,808.0,160.0,30.0
"1,746",2023,20230739,2095,76,303,,Hook with Skin,20Hook,808.0,808.0,160.0,11.0
"1,747",2023,20230739,2095,76,304,,Empty Hook,20Hook,808.0,808.0,160.0,86.0
"1,748",2023,20230739,2095,76,305,,Hook with Bait,20Hook,808.0,808.0,160.0,9.0
"1,749",2023,20230739,2095,76,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,2.0
"1,750",2023,20230740,2113,77,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,4.0
"1,751",2023,20230740,2113,77,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,2.0
"1,752",2023,20230740,2113,77,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,3.0
"1,753",2023,20230740,2113,77,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,754",2023,20230740,2113,77,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,755",2023,20230740,2113,77,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
"1,756",2023,20230740,2113,77,303,,Hook with Skin,20Hook,800.0,800.0,160.0,9.0
"1,757",2023,20230740,2113,77,304,,Empty Hook,20Hook,800.0,800.0,160.0,92.0
"1,758",2023,20230740,2113,77,305,,Hook with Bait,20Hook,800.0,800.0,160.0,34.0
"1,759",2023,20230740,2113,77,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
"1,760",2023,20230741,2119,78,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
"1,761",2023,20230741,2119,78,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
"1,762",2023,20230741,2119,78,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,763",2023,20230741,2119,78,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,2.0
"1,764",2023,20230741,2119,78,303,,Hook with Skin,20Hook,792.0,792.0,160.0,1.0
"1,765",2023,20230741,2119,78,304,,Empty Hook,20Hook,792.0,792.0,160.0,80.0
"1,766",2023,20230741,2119,78,305,,Hook with Bait,20Hook,792.0,792.0,160.0,43.0
"1,767",2023,20230741,2119,78,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,7.0
"1,768",2023,20230742,2118,79,26,Gadus macrocephalus,Pacific Cod,20Hook,808.0,787.0,160.0,1.0
"1,769",2023,20230742,2118,79,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,808.0,787.0,160.0,4.0
"1,770",2023,20230742,2118,79,54,Squalus suckleyi,Spiny Dogfish,20Hook,808.0,787.0,160.0,1.0
"1,771",2023,20230742,2118,79,90,Sebastes babcocki,Redbanded Rockfish,20Hook,808.0,787.0,160.0,2.0
"1,772",2023,20230742,2118,79,95,(includes hard and soft),unident. Coral,20Hook,808.0,787.0,160.0,1.0
"1,773",2023,20230742,2118,79,143,Raja rhina,Longnose Skate,20Hook,808.0,787.0,160.0,2.0
"1,774",2023,20230742,2118,79,303,,Hook with Skin,20Hook,808.0,787.0,160.0,18.0
"1,775",2023,20230742,2118,79,304,,Empty Hook,20Hook,808.0,787.0,160.0,87.0
"1,776",2023,20230742,2118,79,305,,Hook with Bait,20Hook,808.0,787.0,160.0,35.0
"1,777",2023,20230742,2118,79,307,,Bent/Broken/Missing,20Hook,808.0,787.0,160.0,6.0
"1,778",2023,20230743,2124,80,26,Gadus macrocephalus,Pacific Cod,20Hook,784.0,784.0,160.0,2.0
"1,779",2023,20230743,2124,80,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,3.0
"1,780",2023,20230743,2124,80,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,784.0,784.0,160.0,1.0
"1,781",2023,20230743,2124,80,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,3.0
"1,782",2023,20230743,2124,80,117,(includes polychaetes and others),Worms,20Hook,784.0,784.0,160.0,1.0
"1,783",2023,20230743,2124,80,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,2.0
"1,784",2023,20230743,2124,80,303,,Hook with Skin,20Hook,784.0,784.0,160.0,12.0
"1,785",2023,20230743,2124,80,304,,Empty Hook,20Hook,784.0,784.0,160.0,47.0
"1,786",2023,20230743,2124,80,305,,Hook with Bait,20Hook,784.0,784.0,160.0,66.0
"1,787",2023,20230743,2124,80,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,9.0
"1,788",2023,20230744,2123,81,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,14.0
"1,789",2023,20230744,2123,81,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,3.0
"1,790",2023,20230744,2123,81,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,9.0
"1,791",2023,20230744,2123,81,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,792",2023,20230744,2123,81,303,,Hook with Skin,20Hook,792.0,792.0,160.0,17.0
"1,793",2023,20230744,2123,81,304,,Empty Hook,20Hook,792.0,792.0,160.0,89.0
"1,794",2023,20230744,2123,81,305,,Hook with Bait,20Hook,792.0,792.0,160.0,9.0
"1,795",2023,20230744,2123,81,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,11.0
"1,796",2023,20230745,2126,82,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,1.0
"1,797",2023,20230745,2126,82,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,4.0
"1,798",2023,20230745,2126,82,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,5.0
"1,799",2023,20230745,2126,82,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,10.0
"1,800",2023,20230745,2126,82,209,Stylasterias Forreri,Fish-eating Star,20Hook,800.0,800.0,160.0,1.0
"1,801",2023,20230745,2126,82,303,,Hook with Skin,20Hook,800.0,800.0,160.0,29.0
"1,802",2023,20230745,2126,82,304,,Empty Hook,20Hook,800.0,800.0,160.0,77.0
"1,803",2023,20230745,2126,82,305,,Hook with Bait,20Hook,800.0,800.0,160.0,23.0
"1,804",2023,20230745,2126,82,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,8.0
"1,805",2023,20230746,2121,83,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
"1,806",2023,20230746,2121,83,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
"1,807",2023,20230746,2121,83,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
"1,808",2023,20230746,2121,83,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
"1,809",2023,20230746,2121,83,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,3.0
"1,810",2023,20230746,2121,83,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,6.0
"1,811",2023,20230746,2121,83,138,Bathyraja aleutica,Aleutian Skate,20Hook,792.0,792.0,160.0,1.0
"1,812",2023,20230746,2121,83,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
"1,813",2023,20230746,2121,83,303,,Hook with Skin,20Hook,792.0,792.0,160.0,8.0
"1,814",2023,20230746,2121,83,304,,Empty Hook,20Hook,792.0,792.0,160.0,88.0
"1,815",2023,20230746,2121,83,305,,Hook with Bait,20Hook,792.0,792.0,160.0,34.0
"1,816",2023,20230746,2121,83,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,4.0
"1,817",2023,20230747,2116,84,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
"1,818",2023,20230747,2116,84,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,3.0
"1,819",2023,20230747,2116,84,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,2.0
"1,820",2023,20230747,2116,84,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,3.0
"1,821",2023,20230747,2116,84,127,Sebastes paucispinis,Bocaccio,20Hook,800.0,800.0,160.0,2.0
"1,822",2023,20230747,2116,84,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
"1,823",2023,20230747,2116,84,303,,Hook with Skin,20Hook,800.0,800.0,160.0,11.0
"1,824",2023,20230747,2116,84,304,,Empty Hook,20Hook,800.0,800.0,160.0,75.0
"1,825",2023,20230747,2116,84,305,,Hook with Bait,20Hook,800.0,800.0,160.0,10.0
"1,826",2023,20230747,2116,84,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,15.0
"1,827",2023,20230748,2115,85,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,2.0
"1,828",2023,20230748,2115,85,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,4.0
"1,829",2023,20230748,2115,85,56,Hydrolagus colliei,Spotted Ratfish,20Hook,776.0,776.0,160.0,1.0
"1,830",2023,20230748,2115,85,87,Sebastes maliger,Quillback Rockfish,20Hook,776.0,776.0,160.0,1.0
"1,831",2023,20230748,2115,85,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,776.0,776.0,160.0,1.0
"1,832",2023,20230748,2115,85,303,,Hook with Skin,20Hook,776.0,776.0,160.0,21.0
"1,833",2023,20230748,2115,85,304,,Empty Hook,20Hook,776.0,776.0,160.0,95.0
"1,834",2023,20230748,2115,85,305,,Hook with Bait,20Hook,776.0,776.0,160.0,8.0
"1,835",2023,20230748,2115,85,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,3.0
"1,836",2023,20230749,2085,86,26,Gadus macrocephalus,Pacific Cod,20Hook,808.0,808.0,160.0,1.0
"1,837",2023,20230749,2085,86,54,Squalus suckleyi,Spiny Dogfish,20Hook,808.0,808.0,160.0,2.0
"1,838",2023,20230749,2085,86,90,Sebastes babcocki,Redbanded Rockfish,20Hook,808.0,808.0,160.0,2.0
"1,839",2023,20230749,2085,86,143,Raja rhina,Longnose Skate,20Hook,808.0,808.0,160.0,1.0
"1,840",2023,20230749,2085,86,303,,Hook with Skin,20Hook,808.0,808.0,160.0,8.0
"1,841",2023,20230749,2085,86,304,,Empty Hook,20Hook,808.0,808.0,160.0,69.0
"1,842",2023,20230749,2085,86,305,,Hook with Bait,20Hook,808.0,808.0,160.0,72.0
"1,843",2023,20230749,2085,86,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,2.0
"1,844",2023,20230750,2081,87,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,845",2023,20230750,2081,87,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,846",2023,20230750,2081,87,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,1.0
"1,847",2023,20230750,2081,87,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
